"severity","condition","published","Architecture","Title","Version","updated","Name","cve","detection_time","cvss2_score","cvss3_score","external_references"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24931 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24931","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24931"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24931""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24929 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24929","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24929"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24929""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24928 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24928","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24928"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24928""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24927 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24927","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24927"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24927""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24926 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24926","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24926"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24926""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24925 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24925","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24925"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24925""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24924 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24924","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24924"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24924""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24913 affects Windows Server 2022","10.0.20348","2023-03-20","Windows Server 2022","CVE-2023-24913","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24913"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24913""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24912 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24912","2023-09-10T01:29:49+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24912"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24912""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24911 affects Windows Server 2022","10.0.20348","2023-04-28","Windows Server 2022","CVE-2023-24911","2023-09-10T01:29:49+00:00",0,4.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24911"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24911""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24910 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24910","2023-09-10T01:29:49+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24910"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24910""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24909 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24909","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24909"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24909""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24908 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24908","2023-09-10T01:29:49+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24908"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24908""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24907 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24907","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24907"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24907""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24906 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24906","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24906"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24906""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24903 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24903","2023-09-10T01:29:49+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24903"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24903""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24901 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24901","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24901"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24901""]"
"Medium","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24900 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24900","2023-09-10T01:29:49+00:00",0,5.9,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24900"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24900""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24899 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24899","2023-09-10T01:29:49+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24899"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24899""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24887 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24887","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24887"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24887""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24886 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24886","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24886"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24886""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24885 affects Windows Server 2022","10.0.20348","2023-05-08","Windows Server 2022","CVE-2023-24885","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24885"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24885""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24884 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24884","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24884"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24884""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-24883 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-24883","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24883"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24883""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24880 affects Windows Server 2022","10.0.20348","2023-06-13","Windows Server 2022","CVE-2023-24880","2023-09-10T01:29:49+00:00",0,4.4,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24880"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24880""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24876 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24876","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24876"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24876""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24872 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24872","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24872"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24872""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24871 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24871","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24871"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24871""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24870 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24870","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24870"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24870""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24869 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24869","2023-09-10T01:29:49+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24869"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24869""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24868 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24868","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24868"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24868""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24867 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24867","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24867"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24867""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24866 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24866","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24866"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24866""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24865 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24865","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24865"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24865""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24864 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24864","2023-09-10T01:29:49+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24864"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24864""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24863 affects Windows Server 2022","10.0.20348","2023-03-21","Windows Server 2022","CVE-2023-24863","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24863"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24863""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24862 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24862","2023-09-10T01:29:49+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24862"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24862""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24861 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-24861","2023-09-10T01:29:49+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24861"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24861""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24859 affects Windows Server 2022","10.0.20348","2023-03-20","Windows Server 2022","CVE-2023-24859","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24859"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24859""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24858 affects Windows Server 2022","10.0.20348","2023-04-27","Windows Server 2022","CVE-2023-24858","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24858"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24858""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24857 affects Windows Server 2022","10.0.20348","2023-05-08","Windows Server 2022","CVE-2023-24857","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24857"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24857""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-24856 affects Windows Server 2022","10.0.20348","2023-06-17","Windows Server 2022","CVE-2023-24856","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24856"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24856""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23423 affects Windows Server 2022","10.0.20348","2023-04-27","Windows Server 2022","CVE-2023-23423","2023-09-10T01:29:49+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23423"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23423""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23422 affects Windows Server 2022","10.0.20348","2023-04-27","Windows Server 2022","CVE-2023-23422","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23422"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23422""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23421 affects Windows Server 2022","10.0.20348","2023-04-27","Windows Server 2022","CVE-2023-23421","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23421"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23421""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23420 affects Windows Server 2022","10.0.20348","2023-04-27","Windows Server 2022","CVE-2023-23420","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23420"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23420""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23417 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23417","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23417"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23417""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23416 affects Windows Server 2022","10.0.20348","2023-06-17","Windows Server 2022","CVE-2023-23416","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23416"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23416""]"
"Critical","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23415 affects Windows Server 2022","10.0.20348","2023-04-17","Windows Server 2022","CVE-2023-23415","2023-09-10T01:29:50+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23415"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23415""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23414 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23414","2023-09-10T01:29:50+00:00",0,7.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23414"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23414""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23413 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23413","2023-09-10T01:29:50+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23413"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23413""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23412 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23412","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23412"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23412""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23411 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23411","2023-09-10T01:29:50+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23411"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23411""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23410 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23410","2023-09-10T01:29:50+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23410"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23410""]"
"Medium","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23409 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23409","2023-09-10T01:29:50+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23409"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23409""]"
"High","KB5023786 patch is not installed","2023-03-14","x64","CVE-2023-23407 affects Windows Server 2022","10.0.20348","2023-03-23","Windows Server 2022","CVE-2023-23407","2023-09-10T01:29:50+00:00",0,7.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23407"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23407""]"
